NVDA,TSLA,AAPL,AMD,GOOGL
13.37,228.81,122.81,84.129997,103.11
12.77,217.73,119.81,80.860001,100.46
12.34,207.15,117.91,77.75,101.58
12.43,199.32,119.18,78.519997,104.73
11.57,187.67,114.21,73.959999,100.26
12.49,224.53,118.85,78.529999,101.9
12.44,222.69,117.76,77.519997,101.69
12.97,233.2,119.71,81.230003,104.91
12.83,231.24,118.79,81.050003,102.38
13.16,235.98,121.7,82.5,102.6
13.26,225.63,123.25,82.75,104.08
13.31,233.94,122.46,82.629997,103.99
12.7,217.72,118.3,78.120003,100.95
12.82,218.29,117.77,79.059998,101.23
13.16,223.33,121.11,80.300003,101.42
13.04,220.72,120.28,78.379997,101.95
12.62,210.09,117.87,76.480003,101.51
12.51,213.46,118.36,76.220001,101.51
12.81,206.24,118.97,77.410004,101.12
12.92,203.76,119.15,77.139999,102.17
12.85,211.87,117.69,76.0,102.21
13.32,222.64,119.89,78.5,103.01
13.78,220.58,120.73,81.089996,106.37
13.96,230.35,123.57,81.43,110.82
13.83,230.54,123.88,81.440002,110.34
14.11,223.66,125.54,82.199997,111.82
14.29,227.93,127.95,83.349998,112.39
14.37,225.67,130.54,82.760002,113.4
15.18,233.99,128.82,78.580002,112.1
15.65,254.11,131.95,80.190002,112.59
15.25,244.08,129.59,78.550003,111.97
16.1,246.28,132.02,83.010002,114.13
15.88,246.59,131.68,82.150002,114.01
15.33,238.21,132.35,81.110001,114.36
15.14,239.66,130.65,79.269997,113.82
15.33,248.04,131.03,81.610001,113.79
14.82,239.9,129.5,79.059998,112.5
15.23,243.13,131.84,82.760002,114.86
15.45,246.07,132.23,85.410004,115.36
15.35,234.91,131.91,85.209999,114.42
15.25,231.47,131.11,84.019997,117.82
15.29,225.67,131.01,83.910004,119.5
14.98,236.48,129.03,81.620003,117.54
14.81,228.3,130.09,78.550003,117.02
14.32,224.53,125.49,78.610001,115.21
14.43,223.65,125.73,77.830002,115.61
14.49,221.18,127.34,77.889999,116.73
14.78,224.12,128.02,78.809998,117.46
14.24,209.68,124.72,75.989998,114.46
14.28,205.73,123.79,76.830002,113.37
13.73,196.63,120.71,74.639999,109.89
13.64,190.56,122.87,73.089996,111.32
14.21,196.58,125.31,74.589996,113.79
14.14,192.28,124.15,74.650002,114.31
13.99,192.62,122.75,74.440002,112.99
14.04,187.82,122.59,76.230003,113.44
14.58,195.59,125.17,78.059998,115.22
14.96,193.63,123.32,77.169998,114.58
15.58,202.15,124.96,77.440002,117.92
15.62,201.56,124.77,77.860001,118.01
15.67,206.38,124.72,78.339996,118.88
15.46,210.28,123.17,78.419998,118.0
16.21,208.41,122.52,80.080002,117.71
16.23,207.97,122.19,80.809998,118.92
16.74,201.71,122.96,81.970001,118.39
16.94,190.95,121.46,80.279999,117.24
17.54,199.68,123.77,81.580002,119.54
17.58,201.71,123.78,81.349998,119.98
17.42,201.2,124.61,80.889999,119.78
17.33,199.59,124.99,79.959999,120.26
17.39,203.37,123.99,81.559998,121.62
17.79,203.3,125.21,81.309998,121.37
17.99,205.9,128.29,81.550003,122.31
17.76,199.79,127.46,80.470001,121.28
17.78,201.62,127.96,80.110001,120.63
18.62,205.53,129.58,84.559998,121.6
18.61,207.77,128.27,84.650002,119.97
18.39,206.94,130.08,82.589996,121.67
18.85,207.9,131.73,83.580002,122.19
19.02,218.86,131.45,83.82,121.99
19.17,226.61,131.17,86.099998,122.36
19.0,223.96,130.87,85.620003,122.37
19.95,229.57,132.52,87.080002,122.4
19.99,226.92,134.04,89.519997,122.13
19.97,226.57,134.66,93.93,121.95
20.18,225.97,134.96,93.309998,122.3
20.45,226.3,137.61,94.699997,125.11
20.66,219.86,139.63,94.470001,126.05
20.33,214.88,142.14,90.540001,126.33
19.87,217.6,140.83,89.739998,124.9
20.01,218.98,142.67,90.900002,125.37
20.48,228.57,142.07,90.809998,126.83
20.21,222.85,143.19,90.260002,127.2
19.81,217.79,146.64,89.050003,128.09
18.93,216.87,145.98,86.93,126.86
18.13,214.74,143.93,85.889999,126.82
18.75,215.41,140.06,86.580002,124.44
18.58,220.17,143.69,87.110001,126.06
19.37,218.43,142.96,89.410004,127.4
19.56,216.42,144.33,91.209999,128.27
19.52,214.46,146.06,92.150002,132.86
19.26,219.21,146.49,91.82,133.88
19.17,214.93,144.3,91.029999,131.75
19.47,215.66,142.54,97.93,135.94
19.63,225.78,143.19,102.949997,135.62
19.46,229.07,143.41,106.190002,134.57
19.71,236.56,143.07,108.629997,134.7
19.78,236.58,144.88,112.559998,135.47
20.24,236.97,144.48,118.769997,134.97
20.6,238.21,144.59,112.349998,136.1
20.33,233.03,143.9,110.110001,135.58
20.26,237.92,143.85,107.580002,136.76
19.9,236.66,143.37,106.480003,136.65
19.66,235.94,143.62,107.68,136.12
19.87,240.75,146.61,106.5,137.04
20.15,239.06,146.81,110.550003,137.57
19.91,228.72,148.8,107.480003,138.15
19.42,221.9,147.89,107.559998,136.5
19.01,229.66,144.12,103.440002,135.29
19.76,224.49,144.45,103.699997,135.52
20.78,226.75,145.92,104.650002,137.27
21.92,235.43,147.41,108.769997,139.88
21.75,236.16,147.33,107.650002,141.1
22.17,237.07,146.09,108.300003,141.92
22.03,233.72,145.28,107.269997,141.28
22.6,237.31,146.32,111.400002,143.84
22.65,243.64,150.77,111.32,144.42
22.35,245.24,149.5,110.720001,144.53
22.4,244.7,150.17,109.989998,145.05
22.36,244.13,151.29,109.199997,143.12
22.81,244.52,151.93,109.919998,143.57
22.63,250.97,154.29,109.150002,144.12
22.3,251.29,152.73,106.169998,143.53
22.14,251.62,151.71,106.150002,143.38
22.44,245.42,146.69,105.199997,140.71
22.12,247.67,147.26,104.800003,142.17
22.21,248.16,145.85,105.730003,142.38
22.3,251.94,146.75,105.599998,144.26
22.21,252.33,146.51,106.220001,143.45
21.86,253.16,143.82,103.879997,140.64
21.08,243.39,140.75,101.550003,138.56
21.21,246.46,141.23,102.82,138.87
21.91,250.65,143.61,104.379997,140.12
22.45,251.21,144.58,106.150002,141.05
22.05,258.13,144.67,105.800003,142.05
21.62,263.79,143.14,108.160004,140.91
20.67,259.19,139.73,101.519997,135.67
20.48,260.44,140.64,100.349998,134.2
20.68,258.49,139.33,102.900002,133.52
20.71,258.41,140.46,102.449997,136.39
19.7,260.51,137.01,100.339996,133.51
20.42,260.2,138.95,101.809998,135.87
20.67,260.92,139.82,103.639999,137.41
21.04,264.54,141.09,106.449997,139.07
20.8,261.83,140.71,105.059998,139.63
20.66,263.98,140.62,104.68,138.75
20.64,268.57,139.34,105.040001,136.29
20.9,270.36,138.75,109.160004,137.42
21.71,272.77,141.56,111.989998,140.99
21.83,281.01,142.62,112.120003,141.21
22.19,290.04,144.3,116.43,142.61
22.25,288.09,146.48,116.330002,143.07
22.07,288.6,146.97,116.389999,141.61
22.66,298.0,147.19,119.330002,141.72
22.69,303.23,146.41,119.82,137.41
23.13,341.62,146.36,122.360001,137.29
24.68,339.48,147.03,122.93,139.15
24.41,345.95,146.57,122.279999,146.05
24.9,359.01,150.23,121.160004,145.68
25.53,371.33,147.5,120.230003,147.88
25.78,402.86,146.68,125.230003,143.33
26.36,390.67,147.72,127.629997,145.27
26.55,404.62,149.17,130.529999,146.43
29.75,409.97,148.65,137.5,148.1
29.7,407.36,149.18,136.339996,148.68
30.75,387.65,148.35,150.160004,148.86
30.61,341.17,148.71,148.919998,148.75
29.41,355.98,145.86,139.869995,145.73
30.34,354.5,145.82,146.009995,145.6
30.34,344.47,147.91,147.889999,148.51
29.98,337.8,147.92,146.490005,148.28
30.15,351.58,148.9,152.449997,147.71
29.21,363.0,151.36,151.339996,147.88
31.62,365.46,155.68,155.020004,149.67
32.93,379.02,158.32,155.410004,148.76
31.9,385.62,158.78,152.520004,146.13
31.69,369.68,159.17,149.919998,145.61
32.62,372.0,159.69,157.800003,145.95
31.45,360.64,154.63,154.809998,142.02
33.32,379.0,158.01,161.910004,145.36
32.62,381.59,163.0,158.369995,141.73
31.39,365.0,162.48,149.110001,140.89
32.08,361.53,161.48,150.679993,142.8
30.65,338.32,159.59,144.009995,141.84
29.99,336.34,163.02,139.059998,142.99
32.38,350.58,168.8,144.850006,147.1
31.78,356.32,172.65,145.240005,148.02
30.44,334.6,172.13,138.100006,147.47
30.15,339.01,176.96,138.550003,147.83
28.12,322.14,173.3,133.800003,145.66
28.29,319.5,171.91,135.600006,143.74
30.41,325.33,176.81,146.5,146.27
28.34,308.97,169.87,138.639999,144.28
27.76,310.86,168.76,137.75,141.56
27.68,299.98,167.39,135.800003,141.44
29.03,312.84,170.59,144.25,143.31
29.36,336.29,173.2,143.880005,146.25
29.6,355.67,173.83,146.139999,146.75
30.9,364.65,177.82,154.360001,147.74
30.28,362.82,176.8,153.149994,146.52
29.96,362.06,176.89,148.259995,146.49
29.54,356.78,175.72,145.149994,146.03
29.37,352.26,175.1,143.899994,144.69
30.08,399.93,179.48,150.240005,144.83
29.25,383.2,177.2,144.419998,144.23
27.56,362.71,172.49,136.149994,137.62
28.14,354.9,169.61,136.229996,137.59
27.21,342.32,169.78,132.0,136.86
27.36,352.71,169.8,132.0,138.51
27.78,354.8,172.65,137.309998,139.58
27.96,368.74,173.09,137.470001,141.27
26.53,343.85,169.8,132.740005,138.43
26.9,349.87,170.67,136.880005,139.32
25.86,343.5,167.44,131.929993,135.84
25.03,331.88,163.92,128.270004,134.96
24.11,332.09,162.22,121.889999,133.15
23.34,314.63,160.15,118.809998,130.2
23.34,310.0,159.37,116.529999,130.65
22.29,306.13,157.56,111.129997,126.79
22.74,312.47,157.47,110.709999,129.08
21.91,276.37,157.01,102.599998,128.86
22.81,282.12,167.96,105.239998,133.2
24.45,312.24,172.35,114.25,135.15
24.6,310.42,172.18,116.779999,137.49
25.2,301.89,173.4,122.760002,147.83
23.91,297.05,170.5,120.080002,142.93
24.28,307.77,170.21,123.599998,143.13
24.69,302.45,169.49,123.669998,139.04
25.07,307.33,172.62,128.229996,139.24
26.66,310.67,174.05,132.850006,141.43
25.79,301.52,169.94,125.769997,138.46
23.91,286.67,166.51,113.18,134.13
24.23,291.92,166.75,114.269997,135.37
26.46,307.48,170.61,121.470001,136.45
26.47,307.8,170.37,117.690002,137.58
24.47,292.12,166.75,112.370003,132.39
23.61,285.66,165.19,113.830002,130.25
23.35,273.84,162.24,115.650002,129.66
22.35,254.68,158.05,109.760002,127.44
23.71,266.92,160.68,116.610001,132.54
24.12,269.96,162.77,121.059998,134.31
24.35,290.14,163.03,123.339996,134.9
23.44,288.12,161.14,113.830002,133.91
24.19,293.3,164.46,118.279999,134.42
23.68,279.76,164.13,111.980003,133.75
22.91,279.43,161.11,108.410004,131.76
21.32,268.19,157.29,102.949997,126.23
21.49,274.8,155.45,105.529999,126.96
22.98,286.32,160.89,111.050003,133.27
22.63,279.43,156.52,106.459999,132.28
22.07,265.12,152.77,104.290001,129.72
21.3,255.46,148.72,102.25,125.81
22.94,267.3,153.13,109.330002,129.05
24.46,280.08,157.57,115.370003,133.13
24.73,290.53,158.59,111.690002,133.69
26.42,301.8,161.91,113.459999,135.97
26.7,307.05,163.29,115.919998,135.95
26.49,331.33,166.69,114.779999,139.71
25.6,333.04,168.06,113.919998,138.12
28.11,337.97,171.87,120.529999,141.41
27.66,336.88,172.51,119.669998,141.51
28.18,363.95,173.38,120.239998,141.29
28.62,366.52,176.7,123.230003,142.34
27.65,364.66,175.52,119.220001,141.78
27.25,359.2,172.4,109.339996,138.91
26.68,361.53,172.11,108.190002,139.99
27.32,381.82,176.18,110.529999,142.81
25.9,363.75,172.85,106.82,140.43
24.37,348.59,169.66,103.669998,136.39
24.18,352.42,169.96,103.720001,135.73
23.09,341.83,167.94,101.0,133.13
21.89,325.31,163.66,97.370003,128.68
21.48,328.98,165.54,95.099998,127.57
22.17,340.79,168.25,97.739998,129.75
21.23,328.33,163.2,93.059998,126.58
21.75,334.76,162.98,93.889999,127.53
22.17,342.72,165.28,96.93,129.86
21.45,325.73,165.12,94.019997,127.89
20.16,336.26,164.32,89.849998,124.67
19.49,335.02,159.75,88.139999,119.5
19.88,332.67,160.82,90.690002,122.93
18.76,292.14,154.82,85.160004,118.51
18.39,293.84,154.59,84.910004,114.16
19.76,292.5,161.57,89.639999,118.39
18.52,290.25,155.66,85.519997,113.98
19.51,300.98,155.96,89.839996,116.45
19.58,303.08,157.46,91.129997,117.2
20.31,317.54,163.92,99.419998,122.12
18.82,291.09,154.79,93.870003,116.37
18.65,288.55,155.52,95.339996,115.61
16.93,262.37,150.36,86.360001,112.38
17.57,266.68,152.78,88.730003,114.26
16.61,244.67,144.86,87.919998,113.47
16.15,242.67,140.97,87.059998,112.71
17.68,256.53,145.46,95.120003,115.92
17.24,241.46,143.91,94.239998,114.31
18.15,253.87,147.57,102.470001,116.34
16.92,236.6,139.24,96.279999,111.77
17.1,236.47,135.81,96.669998,110.26
16.67,221.3,136.05,93.5,108.78
16.88,224.97,141.51,95.07,111.36
16.13,209.39,138.79,91.160004,105.85
16.95,219.6,138.95,92.650002,105.68
17.83,235.91,142.17,98.75,107.67
18.79,253.21,147.97,102.260002,112.19
18.65,252.75,147.17,101.860001,113.63
18.3,246.79,147.05,101.220001,113.76
19.57,258.33,149.52,108.589996,117.49
18.69,234.52,143.75,106.300003,114.41
18.76,238.28,144.51,105.650002,116.69
18.9,238.89,147.05,105.279999,117.02
18.63,241.87,146.3,101.900002,117.06
18.03,239.71,141.04,98.800003,114.7
16.95,232.23,135.6,94.82,111.03
15.63,215.74,130.4,86.989998,106.27
15.82,220.89,131.27,86.989998,106.59
16.51,233.0,133.91,89.300003,109.64
15.58,213.1,128.61,82.050003,105.91
15.86,216.76,130.09,81.57,107.02
16.55,237.04,134.35,83.790001,111.42
16.34,236.09,133.84,83.75,111.36
16.21,235.07,136.72,82.43,112.11
17.11,245.71,140.08,87.080002,117.84
16.85,244.92,140.08,86.160004,115.7
15.96,232.66,135.9,80.779999,111.88
15.52,228.49,137.67,77.989998,111.57
15.14,224.47,135.19,76.470001,108.84
14.51,227.26,137.38,73.669998,108.61
14.95,233.07,139.98,75.199997,113.13
15.11,231.73,141.32,75.349998,114.44
15.84,244.54,144.71,79.300003,118.65
15.82,250.76,145.4,79.349998,119.22
15.13,234.34,143.25,76.949997,115.54
15.07,233.07,144.23,76.360001,113.89
15.15,237.04,143.86,77.519997,111.23
15.35,238.31,146.81,78.599998,110.24
15.74,240.07,148.49,81.110001,111.65
16.08,240.55,145.42,81.43,108.91
16.97,245.53,149.31,85.879997,113.68
17.79,247.5,151.33,89.43,113.77
18.03,271.71,153.61,91.089996,114.21
17.3,272.24,152.37,88.099998,107.78
17.0,268.43,151.24,87.540001,107.39
16.51,258.86,149.9,85.25,104.9
17.77,274.82,155.04,89.82,112.93
17.96,280.9,155.59,91.669998,114.09
18.14,297.15,160.69,94.470001,116.19
18.42,297.28,159.7,96.779999,114.73
18.51,300.59,158.22,99.290001,115.0
18.87,307.4,164.27,98.089996,117.94
19.19,308.63,163.96,103.910004,118.05
18.97,288.17,163.73,102.309998,117.34
17.77,290.42,163.25,100.07,117.17
17.07,283.33,163.3,95.540001,116.5
18.08,294.36,167.58,99.050003,119.56
17.92,286.63,166.84,98.120003,118.7
18.69,300.03,170.41,100.830002,121.54
19.01,309.32,171.49,101.010002,121.94
18.86,306.56,171.33,100.199997,121.56
18.31,304.0,172.84,98.269997,119.41
18.75,302.87,172.44,100.440002,120.03
17.83,296.67,169.84,95.949997,117.08
17.01,289.91,165.93,92.839996,114.11
17.16,296.45,165.59,92.489998,113.73
17.2,297.1,165.89,92.730003,113.56
17.89,296.07,168.36,97.18,116.52
16.24,288.09,162.01,91.18,110.21
15.78,284.82,159.8,88.489998,109.29
15.45,277.7,157.35,86.940002,108.82
15.08,275.61,155.68,84.870003,108.1
13.92,277.16,156.41,82.330002,109.61
13.63,270.21,154.28,80.239998,107.73
13.45,274.42,153.01,78.720001,106.69
13.7,283.7,154.43,79.610001,109.32
13.98,289.26,152.94,82.779999,108.26
14.38,299.68,155.83,85.449997,110.52
14.49,304.42,161.83,84.639999,110.73
13.12,292.13,152.33,77.029999,104.2
13.12,302.61,153.79,77.449997,104.88
12.92,303.75,150.87,76.660004,102.79
13.19,303.35,149.22,76.510002,102.68
13.37,309.07,152.96,76.769997,102.95
13.17,308.73,155.36,75.25,101.02
13.25,300.8,152.21,74.480003,99.17
12.55,288.59,151.24,69.5,100.03
12.51,275.33,148.95,67.959999,98.63
12.22,276.01,149.29,66.300003,98.06
12.4,282.94,150.27,67.169998,97.39
12.73,287.81,148.37,68.360001,99.94
12.21,268.21,141.08,64.139999,97.31
12.13,265.25,136.84,63.360001,95.54
12.5,242.4,141.05,66.110001,98.53
13.16,249.44,144.67,67.900002,101.52
13.2,240.81,144.96,67.940002,101.31
13.12,238.13,144.0,67.849998,101.3
12.07,223.07,138.72,58.439999,98.57
11.66,222.96,139.04,57.810001,97.75
11.58,216.5,137.62,57.630001,97.07
11.49,217.24,136.98,57.849998,97.45
11.95,221.72,141.59,58.939999,98.95
11.22,204.99,137.02,55.939999,96.45
11.88,219.35,141.01,57.959999,99.86
11.96,220.19,142.34,57.919998,100.65
12.04,222.04,142.45,57.23,99.52
12.18,207.28,141.98,57.77,99.86
12.46,214.44,145.82,58.82,101.01
12.59,211.25,147.98,58.700001,102.4
13.25,222.42,150.84,61.470001,104.36
12.89,224.64,147.88,59.73,94.82
13.17,225.09,143.38,58.599998,92.11
13.82,228.52,154.21,62.009998,96.18
13.49,227.54,151.84,60.060001,94.4
13.53,227.82,149.17,59.66,90.37
13.21,214.98,143.61,58.630001,86.87
13.41,215.31,137.52,60.110001,83.33
14.14,207.47,137.25,62.189999,86.48
14.29,197.08,137.78,63.080002,88.39
14.59,191.3,138.36,63.849998,88.8
13.76,177.59,133.77,59.919998,87.22
15.74,190.72,145.67,68.470001,93.83
16.31,195.97,148.48,72.370003,96.3
16.28,190.95,147.07,73.529999,95.59
16.65,194.42,148.81,76.370003,98.33
15.9,186.92,147.57,72.699997,98.74
15.66,183.17,149.49,73.900002,98.25
15.4,180.19,150.05,73.57,97.32
15.3,167.87,146.8,72.459999,95.49
16.02,169.91,148.95,75.25,96.94
16.51,183.2,149.84,76.400002,98.35
16.26,182.86,146.9,75.139999,97.35
15.81,182.92,143.04,73.190002,95.94
15.63,180.83,140.02,73.389999,95.08
16.91,194.7,146.82,77.629997,100.87
17.13,194.7,147.1,77.480003,100.87
16.87,194.86,146.6,74.980003,100.32
16.6,182.45,145.43,73.620003,99.37
15.98,179.82,141.74,70.269997,96.87
16.11,174.04,139.79,70.139999,94.83
17.16,173.44,141.48,70.470001,93.6
16.99,179.05,141.0,68.589996,92.72
17.52,167.82,143.31,70.669998,93.2
18.06,160.95,144.28,71.650002,95.52
17.66,156.8,142.04,68.93,94.96
16.94,157.67,135.38,66.529999,90.76
16.56,150.23,133.41,65.410004,90.16
16.24,149.87,131.29,64.589996,88.34
16.08,137.8,131.22,65.050003,88.92
16.49,137.57,134.34,67.68,89.48
15.33,125.35,131.15,63.860001,87.66
15.2,123.15,130.78,64.519997,89.13
14.11,109.1,128.97,63.27,87.29
14.03,112.71,125.01,62.57,85.92
14.59,121.82,128.55,64.82,88.35
14.61,123.18,128.87,64.769997,88.13
14.31,108.1,124.05,64.019997,89.02
14.74,113.64,125.33,64.660004,87.98
14.26,110.34,124.0,62.330002,86.1
14.85,113.06,128.56,63.959999,87.24
15.62,119.77,129.09,67.239998,87.92
15.9,118.85,129.66,68.050003,88.32
15.99,123.22,132.4,69.059998,91.42
16.5,123.56,132.32,70.800003,91.03
16.89,122.4,133.66,71.0,92.01
17.69,131.49,134.83,71.589996,91.19
17.37,128.78,134.11,70.529999,91.02
16.76,127.17,134.16,67.709999,92.94
17.83,133.42,136.74,70.07,97.91
19.18,143.75,139.96,76.529999,99.68
19.25,143.89,141.37,74.699997,97.59
19.31,144.43,140.7,74.910004,95.11
19.79,160.27,142.78,75.160004,97.41
20.35,177.9,144.74,75.400002,99.26
19.15,166.66,141.83,72.449997,96.83
19.53,173.22,143.11,75.150002,98.73
20.93,181.41,144.24,84.639999,100.31
21.7,188.27,149.59,88.309998,107.62
21.09,189.98,153.24,86.089996,104.66
21.08,194.76,150.49,83.68,102.78
22.16,196.81,153.39,85.910004,107.52
22.19,201.29,150.68,84.690002,99.26
22.32,207.32,149.64,83.209999,94.9
21.25,196.89,150.0,81.480003,94.46
21.78,194.64,152.83,83.129997,94.5
22.96,209.25,152.18,85.949997,94.57
22.75,214.24,154.3,85.18,96.83
21.99,202.04,152.69,80.080002,95.4
21.38,208.31,151.53,78.5,94.24
20.64,197.37,147.49,76.769997,91.68
20.74,200.86,147.92,76.610001,91.54
23.65,202.07,148.41,79.75,90.79
23.27,196.88,145.73,78.089996,89.03
23.49,207.63,146.94,78.769997,89.77
23.2,205.71,146.43,78.580002,89.96
22.69,202.77,144.34,78.290001,90.26
23.3,190.9,144.94,80.440002,91.89
23.88,197.79,150.02,81.519997,93.54
23.54,193.81,152.81,81.160004,95.02
23.28,187.71,150.59,82.110001,93.75
24.17,182.0,151.85,85.370003,94.14
23.43,172.92,149.59,84.029999,92.21
22.96,173.44,147.51,82.669998,90.53
22.96,174.48,149.47,82.010002,91.01
24.05,183.26,151.57,87.449997,93.86
24.22,180.45,151.97,89.68,96.0
25.53,184.13,154.81,96.599998,100.2
25.71,180.13,153.97,97.839996,101.5
25.89,183.25,156.35,96.809998,101.1
26.19,197.58,158.22,95.93,104.8
26.46,191.15,156.78,97.580002,103.25
27.18,192.22,157.87,100.279999,105.48
26.77,190.41,159.18,97.949997,105.32
26.52,191.81,157.23,96.610001,102.34
26.4,189.19,156.6,94.559998,100.91
26.97,193.88,159.7,96.089996,101.27
27.37,195.28,161.28,97.879997,100.77
27.77,207.46,163.8,98.010002,103.61
27.95,194.77,165.06,96.559998,104.24
27.44,192.58,164.53,95.870003,104.6
26.87,185.52,162.67,92.559998,104.35
27.03,185.06,163.56,92.470001,108.3
27.57,184.51,160.95,95.480003,106.32
27.16,186.79,159.73,94.029999,105.23
26.48,180.54,159.03,92.330002,104.52
26.45,185.9,164.46,92.089996,107.31
26.75,185.0,164.11,91.75,108.75
26.99,187.04,164.13,89.870003,105.85
27.66,184.31,165.36,89.779999,104.38
27.92,180.59,166.51,89.940002,104.06
27.09,162.99,165.54,90.110001,105.17
27.11,165.08,163.92,88.43,105.29
27.03,162.55,164.23,87.57,105.85
26.23,160.67,162.68,83.800003,103.73
26.95,153.75,162.67,85.940002,103.59
27.22,160.19,167.29,87.440002,107.47
27.74,164.31,168.55,89.370003,107.22
28.9,161.83,168.46,89.690002,107.08
28.2,160.31,167.42,89.910004,105.2
27.79,160.61,166.34,81.620003,105.29
27.55,161.2,164.69,86.610001,104.57
28.67,170.06,172.41,89.839996,105.45
29.14,171.79,172.35,95.040001,107.65
28.56,169.15,170.63,95.059998,107.23
28.87,168.54,172.4,97.019997,111.62
28.57,172.08,172.59,97.099998,116.44
28.33,167.98,171.66,95.260002,117.38
28.94,166.35,171.16,97.400002,116.38
29.2,166.52,171.16,101.480003,119.37
30.17,173.86,171.78,103.75,120.7
31.67,176.89,174.13,107.93,122.69
31.25,180.14,174.23,105.82,122.62
31.16,188.87,173.28,108.0,124.91
30.68,185.77,170.65,108.120003,122.42
30.53,182.9,170.93,108.269997,120.76
37.96,184.47,172.08,120.349998,123.34
38.93,193.17,174.5,127.029999,124.47
40.09,201.16,176.36,125.269997,123.53
37.82,203.93,176.31,118.209999,122.73
39.75,207.52,179.14,119.470001,123.58
39.31,213.97,179.99,117.860001,124.53
39.16,217.61,178.63,117.93,125.87
38.64,221.31,178.26,124.230003,127.16
37.46,224.57,176.88,117.830002,122.36
38.5,234.86,179.62,121.050003,122.0
38.76,244.4,180.0,124.919998,122.09
39.47,249.83,182.82,129.190002,123.5
41.01,258.71,182.34,124.529999,123.69
42.98,256.79,182.98,127.330002,123.53
42.64,255.9,185.03,124.239998,124.95
42.68,260.54,183.94,120.080002,123.39
43.79,274.45,184.03,118.93,122.96
43.03,259.46,182.99,112.110001,120.41
43.01,264.61,186.01,110.699997,123.01
42.2,256.6,185.69,110.010002,122.2
40.62,241.05,184.29,107.510002,118.2
41.86,250.21,187.07,110.389999,118.19
41.1,256.24,188.25,110.169998,120.04
40.81,257.5,188.59,111.239998,118.96
42.29,261.77,192.95,113.910004,119.56
42.4,279.82,191.44,115.82,119.76
42.3,282.48,190.32,113.949997,121.61
42.09,276.54,190.8,113.480003,119.97
42.49,274.43,189.67,113.169998,119.34
42.17,269.61,187.61,113.580002,116.32
42.39,269.79,187.09,111.32,117.01
43.89,271.99,188.77,114.580002,118.79
45.96,277.9,189.53,115.919998,124.4
45.46,281.38,189.68,115.940002,125.28
46.45,290.38,192.97,118.32,124.51
47.48,293.34,192.71,117.93,123.62
47.06,291.26,194.07,116.43,121.89
45.51,262.9,192.11,110.25,119.06
44.3,260.02,190.93,110.949997,119.88
44.6,269.06,191.73,110.610001,121.39
45.67,265.28,192.6,113.0,122.07
45.44,264.35,193.47,110.089996,129.12
45.89,255.71,192.2,111.099998,129.25
46.74,266.44,194.8,112.959999,132.43
46.72,267.43,195.41,114.400002,132.57
46.49,261.07,194.57,117.6,131.4
44.26,254.11,191.56,109.35,128.23
44.5,259.32,190.16,113.15,128.3
44.67,253.86,181.03,115.82,127.96
45.4,251.45,177.91,116.81,131.38
44.65,249.7,178.85,113.23,131.25
42.54,242.19,177.25,110.47,129.51
42.38,245.34,177.03,110.23,129.54
40.84,242.65,177.09,107.57,129.41
43.74,239.76,178.75,111.98,131.18
43.93,232.96,176.75,111.35,129.63
43.47,225.6,175.87,107.19,128.55
43.33,219.22,173.31,104.44,129.77
43.29,215.49,173.8,105.45,127.31
46.95,231.28,175.15,108.22,128.22
45.65,233.19,176.53,105.66,128.93
47.1,236.86,180.41,109.43,132.22
47.15,230.04,175.69,101.8,129.63
46.0,238.59,177.91,102.25,129.73
46.82,238.82,179.48,102.61,130.86
48.77,257.18,183.39,105.92,134.42
49.25,256.9,186.91,106.59,135.72
49.34,258.08,187.13,105.72,136.01
48.49,245.01,188.71,109.45,135.5
48.53,256.49,188.95,110.78,135.61
47.05,251.92,182.19,109.28,134.31
46.23,251.49,176.86,106.59,135.1
45.56,248.5,177.48,106.09,136.22
45.17,273.58,178.65,105.32,136.76
44.86,267.48,175.61,105.31,135.18
45.48,271.3,173.52,107.71,136.55
45.57,276.04,175.05,106.63,137.94
43.89,274.39,174.32,101.49,137.24
43.96,265.28,177.27,102.37,138.05
43.51,266.5,178.36,101.61,137.88
42.23,262.59,174.8,100.34,133.59
41.01,255.7,173.24,96.11,130.29
41.6,244.88,174.1,96.2,130.1
42.21,246.99,175.39,97.38,130.96
41.9,244.12,171.28,95.96,128.42
42.46,240.5,169.76,98.07,130.39
43.08,246.38,170.02,102.76,132.16
43.49,250.22,170.54,102.82,130.71
44.77,251.6,173.07,103.27,134.02
43.51,246.53,171.72,100.08,132.28
44.03,261.16,172.98,104.07,135.08
44.68,260.05,174.22,102.91,134.92
45.75,260.53,176.79,107.24,137.42
45.26,259.67,178.28,106.97,138.26
45.79,263.62,177.69,109.01,137.9
46.8,262.99,179.09,108.31,140.39
46.93,258.87,180.0,108.79,138.81
45.45,251.12,178.15,105.09,137.2
46.09,253.92,178.02,106.46,138.94
43.93,254.85,176.45,105.14,139.56
42.19,242.68,175.15,102.17,137.8
42.09,220.11,174.77,102.4,137.59
41.38,211.99,172.2,101.81,135.44
42.97,212.08,172.32,100.01,136.34
43.65,216.52,172.76,101.67,138.65
41.77,212.42,170.43,96.06,125.47
40.32,205.76,166.23,93.67,122.14
40.49,207.3,167.56,96.43,122.03
41.15,197.36,169.62,96.18,124.32
